molecule_id,protein_family,MW,logP,HBD,HBA,TPSA,rotB,aromatic_rings,HOMO_eV,LUMO_eV,gap_eV,dipole_D,E_DFT_kcalmol,E_xTB_kcalmol,n_hbonds,n_hydrophobic,n_pi,n_salt_bridges,buried_SA_A2,pKd,Ro5_violations,Ro5_pass,delta_DFT_minus_xTB
MOL00208,nuclear_receptor,400.0097149516009,0.426827672297728,2,11,126.45368234756008,5,2,-6.6534644546068265,-1.8394973185489634,4.8139671360578635,5.669471608301498,16.34152053172847,14.744479867941912,4,1,3,1,516.3196490905484,6.989198727946361,1,False,1.597040663786558
MOL00209,kinase,298.6668893082023,4.530905694356587,0,5,48.762111782249,2,3,-5.572992315125258,-2.3273483474497696,3.245643967675488,2.725049979799416,9.091481333210373,8.011105027120706,0,8,0,0,262.1347865874702,5.925165917209036,0,True,1.0803763060896667
MOL00210,kinase,509.0173206749656,1.8790293156466782,2,5,86.12360466277822,6,4,-6.166879848566542,-1.8433845830987812,4.323495265467761,4.24422093698741,15.923436772709657,15.335037535289858,1,7,2,1,329.42327645479685,7.250801504728246,1,False,0.5883992374197984
MOL00211,kinase,380.263709714946,2.6161911524122714,1,2,30.37717495625013,4,3,-5.922392715259242,-1.951295085822955,3.9710976294362874,3.457116300177666,11.060363929692272,12.686097661951338,2,3,2,0,361.61884563614154,7.423214154900095,0,True,-1.6257337322590661
MOL00212,kinase,147.9183422981173,2.261953220986304,3,7,102.51179934493285,4,2,-6.250577493210987,-2.0756669898319178,4.17491050337907,4.300683730048893,9.976522135371827,10.022529752351401,5,6,0,2,454.44016622849443,7.176648978196626,0,True,-0.04600761697957445
MOL00213,epigenetic,476.98553343047087,2.2250055493447176,0,4,59.76309871510007,3,4,-6.407302470912964,-1.989446970104149,4.417855500808815,2.164655571700786,11.51481628750435,14.293251919046842,1,5,3,1,430.9897919506249,6.908994477605818,0,True,-2.778435631542491
MOL00214,PPI,319.814754062897,2.4491149163558648,2,4,56.86879609426632,2,1,-6.0716942462159675,-1.9898473409094404,4.081846905306527,3.978713547956251,10.907960597788142,12.958435253434734,1,6,1,1,388.48224495459425,6.862949163342573,0,True,-2.0504746556465925
MOL00215,protease,308.5500421986147,0.5788754819830975,0,9,74.09180515596437,3,3,-6.404660634013402,-1.3427382029168,5.061922431096601,3.5668868814886845,10.260936546711699,11.708489093190291,0,3,1,1,431.6487421770671,5.577164242847346,0,True,-1.447552546478592
MOL00216,GPCR,191.40015587760905,3.7771498911517987,4,5,89.35135290185688,2,3,-6.691960166486416,-2.0964588923118317,4.595501274174584,3.1495889798628345,10.421948313433745,9.914306787808227,1,10,1,1,420.00841422093686,7.720276186711222,0,True,0.5076415256255178
MOL00217,PPI,496.36283517400005,1.7150184713186358,0,3,41.40637577922841,4,3,-6.037238961433796,-2.5172197798690386,3.5200191815647575,1.7382494257716743,11.515934794863147,15.35127784386589,0,6,1,2,513.9823359076061,5.832385925355492,0,True,-3.835343049002743
MOL00218,ion_channel,332.80548882053046,3.2756721888237674,4,2,54.55081155532717,6,0,-5.799572179284517,-0.9174918856882553,4.882080293596262,2.248752536338922,10.11424977906525,7.5301550159919115,3,7,0,1,403.844604974268,7.587380573055126,0,True,2.584094763073339
MOL00219,PPI,257.4849501389308,1.9935825646533902,0,1,32.65505336337876,7,3,-6.129326841296302,-2.430035549986408,3.6992912913098936,1.58786778698449,9.097380111301362,11.711092332624762,1,6,1,1,191.82980470235702,6.551063687539314,0,True,-2.6137122213234
MOL00220,PPI,536.4596843701917,3.043538195690192,3,6,92.19731970743666,6,3,-6.632880514969788,-1.8611189815221332,4.771761533447655,2.9938305565425565,15.113237174988454,15.565565494903701,4,3,1,1,371.63292021015184,6.553909152262181,1,False,-0.4523283199152477
MOL00221,PPI,361.7125240554126,2.611741874999728,2,4,62.54333235896421,3,1,-6.511195702478432,-2.115308421540551,4.395887280937881,3.2920463099973083,9.276420573166332,10.791422608113649,1,7,0,2,353.97741275675435,7.181636351601103,0,True,-1.515002034947317
MOL00222,kinase,233.43060350627132,5.280246022028274,1,5,81.29439970730787,6,3,-5.496211472108167,-1.5183371450040035,3.977874327104164,1.7035959288299451,9.656823952955323,11.223992524222538,0,5,1,2,286.3852512430516,5.813958500075262,1,False,-1.5671685712672154
MOL00223,kinase,286.3885961889263,2.60557267080133,3,6,113.63556686194903,4,2,-6.423582171920656,-3.6245047461841753,2.7990774257364808,3.6832805324867173,11.705844039929366,12.903544501200072,2,5,1,0,381.9183499968298,6.658491755203006,0,True,-1.1977004612707063
MOL00224,PPI,323.7836815046662,2.6869657162520215,2,4,57.53683421394645,7,3,-5.963216629285896,-1.4658005616074425,4.497416067678454,2.141312910674937,10.45122396121399,10.185139372906963,1,3,1,0,390.81801749525783,6.16498839680398,0,True,0.2660845883070273
MOL00225,nuclear_receptor,256.1877302144454,1.1807448957570537,1,6,80.92786323019074,3,3,-6.552023099304341,-1.4584910627690086,5.093532036535333,1.8293228985457715,7.572323169390848,8.406247188150171,1,5,1,1,485.7771759629917,5.218103048810701,0,True,-0.8339240187593235
MOL00226,protease,378.0502046605911,1.0127329288311369,1,4,42.78971970390158,4,1,-5.948612780487257,-2.030996148483496,3.9176166320037606,3.1090381594951335,10.915915409952442,11.43581186503117,0,4,2,1,482.2507805563055,3.4906197717240963,0,True,-0.5198964550787277
MOL00227,other,238.17139999772638,2.0078640197207065,1,3,33.868062222719026,11,4,-6.57438739032356,-1.6666788839691815,4.907708506354378,1.7545050400703641,10.938118693290704,11.10787701815014,1,4,4,2,335.44030425133155,6.3356614890249725,0,True,-0.1697583248594352
MOL00228,epigenetic,425.9936850103836,0.5391945758232448,0,6,86.18320328221459,5,0,-6.049897077257789,-2.4245120739699257,3.6253850032878634,3.780056153632681,10.925139005617375,11.513447579886975,4,2,1,1,291.89903615202763,8.076741624065662,0,True,-0.5883085742696004
MOL00229,epigenetic,235.71511285255792,3.3237213643910333,1,4,65.27215004999313,5,1,-6.383845857136048,-2.4616893410914997,3.9221565160445486,2.6210222892602704,8.63721456603596,7.139418869403096,0,13,1,1,483.733789806857,8.005648895421963,0,True,1.4977956966328634
MOL00230,kinase,486.9505438152256,4.689801903219249,3,1,37.68373248953018,7,3,-5.531560043709527,-2.031176876933354,3.5003831667761736,0.9418376307625465,12.384324957911092,16.99648963478765,0,5,4,1,420.9443513898357,5.874783234683738,0,True,-4.612164676876558
MOL00231,kinase,179.40659254168503,2.511623500372238,6,6,96.5055927682231,7,2,-6.881728164988308,-1.881447403938996,5.0002807610493125,4.459626478971563,13.303437905881147,16.011457497488983,2,5,2,2,481.7225041668968,8.003076274148611,1,False,-2.7080195916078367
MOL00232,PPI,205.71086625231445,4.347873120008256,2,6,89.05470312460905,5,4,-5.7701154837674995,-1.8738166922608688,3.8962987915066307,2.1658756880897165,9.760109922798947,11.889350082999286,3,10,3,2,619.0502909551806,7.966831140828499,0,True,-2.1292401602003395
MOL00233,kinase,492.3140151418747,0.4336948400594527,2,5,59.254843634786994,10,1,-6.311750540110598,-1.8941903439143373,4.417560196196261,2.8359167064265143,13.674626793998762,15.877179126829338,1,3,0,0,416.7522791505684,6.984394366975755,0,True,-2.2025523328305763
MOL00234,GPCR,483.5970213661635,2.9004303770532296,0,8,79.56924472764595,7,1,-7.189324811456435,-2.110423964377446,5.078900847078989,5.429070022982707,15.031684448524103,13.410786068900329,3,3,2,1,371.38434568437077,7.655329248110856,0,True,1.6208983796237746
MOL00235,GPCR,230.09272837413835,2.8197351935465034,1,3,44.32683369679038,4,1,-6.283597413511069,-0.6991261039706816,5.584471309540388,2.7252586385932958,8.179345938929181,7.551247001840595,1,9,0,1,457.54325786058894,7.255559581974937,0,True,0.6280989370885859
MOL00236,kinase,315.02906097226696,0.3937211633268731,0,8,93.49780779758295,4,3,-6.392060387111403,-2.555961343322206,3.836099043789197,4.61933142102095,11.463172023049891,14.336885540711553,1,4,4,2,433.69617052578315,8.379282143338287,0,True,-2.8737135176616615
MOL00237,other,315.5498169505038,4.158287860893925,1,9,104.93508288082703,6,4,-6.765250618478678,-2.9453972728928135,3.8198533455858645,5.203308831187618,12.84428305202155,15.597122219259866,2,8,1,2,440.8293528309351,8.549208899658165,0,True,-2.7528391672383155
MOL00238,GPCR,342.72568516745145,2.0982260763629728,2,1,17.671789092470952,2,6,-5.406395426125672,-2.371499847513645,3.0348955786120273,1.84157736421121,10.832054065596932,12.736312881642126,1,5,2,1,391.29143355324476,7.195250411314381,0,True,-1.9042588160451945
MOL00239,PPI,280.4321519113714,2.7855170061378103,0,5,46.798101428021624,4,0,-6.696324569118,-1.7479025659302716,4.948422003187728,1.425259660863852,7.501469247725934,4.182224277014834,1,3,0,1,172.64111559337562,5.443518264145134,0,True,3.3192449707111003
MOL00240,PPI,386.14167382748104,2.1700935761075826,5,3,59.45379337728422,6,2,-6.7677689211784875,-2.132890850418273,4.634878070760214,2.6400342828193244,12.031037894171018,12.194682562460688,1,4,0,1,427.21271554798096,5.117805719375807,0,True,-0.1636446682896704
MOL00241,ion_channel,328.52198511152307,3.096322308068323,1,8,89.39744157352884,1,2,-6.361353797398182,-1.8224937841916047,4.538860013206578,4.5700951251460955,11.301346957133116,13.949019204608751,0,7,0,1,308.10722873967325,7.149318926634218,0,True,-2.6476722474756347
MOL00242,ion_channel,336.8324485717467,1.159194806367148,2,4,80.37709202412503,7,3,-6.506058088487135,-2.340038818983292,4.166019269503844,3.4284215594556335,12.022499020161778,11.73932991038196,1,3,4,0,297.298535783617,5.172119564214547,0,True,0.28316910977981813
MOL00243,epigenetic,258.0720664505272,2.357148544808185,0,1,21.931944858593535,5,2,-6.237388388883312,-0.8101370731768615,5.427251315706451,2.466374886736914,8.839247388359553,10.843758282144915,0,6,1,1,359.210877009902,6.915476732189531,0,True,-2.004510893785362
MOL00244,GPCR,270.06181741244365,3.411482950976905,1,2,72.67064949670161,3,3,-6.078603664140359,-2.355895553933614,3.722708110206745,2.9499225707439023,8.974331050395746,11.938186081391805,0,7,3,1,441.64935744930096,7.098143687364528,0,True,-2.9638550309960596
MOL00245,PPI,120.0,-0.11420514294254858,2,10,115.72594325183084,7,4,-6.9367099824815375,-2.3543412914011754,4.582368691080362,5.299706273822063,12.785088617521124,12.00571665816996,2,3,5,1,496.27912598916737,7.646637027777446,0,True,0.7793719593511632
MOL00246,epigenetic,411.86518446861436,3.497777611033667,0,6,91.91837246252278,3,4,-6.502988985125654,-2.835822769555726,3.667166215569928,3.8143194480301554,12.238892185747098,12.557930319100008,2,6,2,0,443.0328241981621,6.703468315049674,0,True,-0.31903813335291
MOL00247,protease,455.35085486331144,2.272491938182343,2,4,76.41860728652725,7,4,-5.549362145661453,-2.08839858810965,3.460963557551803,1.96230870818217,13.236671335591394,16.87750333721418,0,4,4,1,519.4230456408097,6.530074414653021,0,True,-3.640832001622785
MOL00248,other,395.70620385622016,3.567372846852249,0,5,81.06818810533852,2,3,-6.065036250396962,-2.3122109342548356,3.7528253161421263,3.4263719583959014,9.81613553381353,12.225387340771508,1,10,1,1,459.29518035366505,6.328377644608289,0,True,-2.409251806957979
MOL00249,kinase,299.89763205699467,2.887789131038826,1,4,30.559394118550635,3,0,-6.085700811040414,-1.6669564904906278,4.418744320549786,2.36334354325519,8.045832273756721,7.975478407271028,0,3,0,2,405.1914717106061,6.194707327732009,0,True,0.07035386648569286
MOL00250,nuclear_receptor,450.45961047297817,1.6137123717420128,1,3,64.69623475903637,2,2,-6.240067172450924,-1.4225089799566006,4.817558192494323,3.1013718645175956,10.981440289558307,13.276599568491232,0,6,0,0,290.8394540203961,5.320733995493573,0,True,-2.2951592789329247
MOL00251,GPCR,394.21845369894794,4.963374014737256,1,4,58.752852095423414,7,0,-6.069294406687324,-2.2329504615514986,3.8363439451358254,2.5717805238165625,10.632819746073565,12.265373577566285,1,7,1,0,328.5308079308398,7.7874663879175525,0,True,-1.6325538314927197
MOL00252,epigenetic,214.34268019286043,4.1518298664976045,0,8,80.76606138743563,8,1,-7.00213524699485,-1.1734125833889837,5.828722663605866,3.3876971094174118,9.552061915697852,7.288483802834005,2,11,1,1,498.1854566299579,5.5768234607858425,0,True,2.263578112863847
MOL00253,ion_channel,356.10005626246397,0.34733352119721994,4,6,89.5829734609796,6,1,-6.407768781567177,-2.1015493799075173,4.30621940165966,3.5966747901781746,12.759465622431135,16.643071842305375,1,3,0,2,244.22734654095825,7.759084983564902,0,True,-3.88360621987424
MOL00254,protease,341.1093416044519,3.5233086466316212,4,3,71.29334055855769,6,3,-5.626236821221812,-2.4795586681527215,3.1466781530690904,1.8679313556321109,11.876893391011782,13.956173989311152,1,5,3,2,465.12576516802187,9.598724887262236,0,True,-2.07928059829937
MOL00255,GPCR,127.75631996145859,1.9944712084423633,1,1,45.24157533975081,4,3,-6.254258532308387,-1.5509676819496396,4.703290850358747,0.7391382807014323,6.8818976588844505,6.179444989320562,0,3,2,1,384.16115544774937,7.419896707652306,0,True,0.7024526695638889
MOL00256,other,305.4290874819959,2.6779482204914724,1,6,70.89821779385832,5,1,-6.194524369028207,-1.9623252347352322,4.232199134292975,1.9644182319178392,9.77536574935844,12.581584525847942,1,5,0,0,274.72727007214513,6.491120850013138,0,True,-2.8062187764895032
MOL00257,GPCR,295.28594992037335,2.3691176586903553,1,5,49.66961397991203,3,3,-5.801886755389509,-1.6892819552283647,4.112604800161144,2.594098720891722,9.709761396153466,11.984224134364236,1,7,2,0,415.5474064859957,5.684559702801107,0,True,-2.2744627382107705
MOL00258,protease,415.99892812642514,4.599534364548433,1,3,50.343971622026515,2,1,-5.267677542193015,-1.4914849834420314,3.7761925587509833,2.1188488295763213,8.98585773755533,8.132804725296756,0,5,0,1,324.42182063577826,6.264491026753172,0,True,0.8530530122585738
MOL00259,kinase,241.27521053485722,4.515461517532447,1,1,28.120349126593243,5,3,-5.829876912288758,-1.8630812881430874,3.9667956241456706,1.8805940651223025,8.753651626284437,13.583961338545917,1,6,2,0,416.7021601459893,7.743843557709033,0,True,-4.83030971226148
MOL00260,GPCR,264.94035355610555,4.065903238804425,2,8,89.53194948491483,4,2,-6.089307997019225,-2.2302207491900337,3.8590872478291915,3.376276195197455,10.912829754777812,13.215703407898932,5,8,1,2,385.6752627949229,8.658357622544536,0,True,-2.30287365312112
MOL00261,GPCR,348.2544462088044,2.9529871280855784,0,6,81.46975925537717,4,0,-6.572906500290523,-1.7860305479459229,4.786875952344601,3.2034882981237667,8.294218880617931,8.854276460466009,1,4,0,2,367.2238802680518,5.498740547029934,0,True,-0.5600575798480776
MOL00262,GPCR,330.0341992593044,3.8534025854321703,2,8,92.77883959555423,4,2,-6.977173026857718,-1.419160610679394,5.558012416178324,4.4604623968823685,12.572213428214127,13.660390607249504,4,9,0,1,534.7082275352692,7.487612398038906,0,True,-1.0881771790353767
MOL00263,PPI,344.4091494614331,5.0142857456649175,1,4,60.985450638009965,6,0,-6.247040739367229,-1.2229555302284987,5.024085209138731,2.382465548728247,9.889059047554841,8.099329966584065,1,8,1,2,415.52543816033574,6.528146896973217,1,False,1.7897290809707762
MOL00264,protease,461.6014071572953,1.5965190953578587,0,5,49.088954726516796,5,1,-6.282446785798164,-2.0111450789001313,4.271301706898033,3.5384136333583673,11.676667737568893,12.887794914205838,0,4,1,2,305.0380113587695,3.967126292671564,0,True,-1.2111271766369445
MOL00265,protease,291.0999135009667,2.4083426373026233,0,5,85.18878462255583,5,1,-6.066567517137251,-2.1443790514736296,3.9221884656636217,3.29529798450073,8.994228358629407,8.011995088710496,0,6,0,2,499.90946170832257,4.682191855723474,0,True,0.9822332699189111
MOL00266,kinase,175.58635247100563,3.402640748984348,2,7,93.00728659288407,8,1,-6.379395310417302,-1.9851843729381125,4.39421093747919,2.909541773139712,9.90732479320385,10.917851869581842,0,7,1,2,347.5805507459778,6.4425666164932505,0,True,-1.0105270763779917
MOL00267,GPCR,424.32853318607965,3.119078425157598,0,7,87.95325703456697,5,3,-6.552556339761065,-2.9863780602030934,3.5661782795579713,5.375446673028814,14.331342977454092,14.745749201850037,2,2,1,1,396.0197019959785,6.5993283841040205,0,True,-0.414406224395945
MOL00268,epigenetic,406.1539152696149,3.607646166526005,0,1,34.439975241958784,3,2,-5.798785900156154,-1.0035659201970462,4.795219979959107,1.4552742397746647,9.712356822798093,9.322797364669936,0,6,2,0,525.9567695879185,6.473799255526647,0,True,0.38955945812815607
MOL00269,kinase,436.31898733279144,1.7742069586498612,3,9,81.56887607859086,9,4,-6.672009359227168,-1.8713153191507401,4.8006940400764275,3.497507855034447,16.23526435393622,18.160992866198004,3,4,4,0,427.6538747248412,7.60927080902743,0,True,-1.9257285122617844
MOL00270,GPCR,236.9925583793505,3.2036100596682875,1,3,50.649170121106515,3,0,-6.002377383397316,-1.4133042139633825,4.5890731694339335,1.8821662228157339,6.576610891365801,5.861804118769856,0,5,0,1,331.39620917847543,6.080530113650384,0,True,0.7148067725959448
MOL00271,kinase,158.8010401192744,3.326039288298486,2,4,70.08645501570527,4,1,-6.056033007029316,-1.6594716960854656,4.39656131094385,2.2867140199063245,6.55506813267152,8.434838185940318,0,7,1,1,453.28192307965645,8.04513580907694,0,True,-1.879770053268798
MOL00272,GPCR,401.2612374897669,3.163094928469081,4,6,89.9233551563057,6,0,-6.071578076133181,-2.8459773002384083,3.225600775894773,2.281585842897515,11.174125991943141,15.563809463105105,3,4,0,1,361.4180454980647,8.227246776731011,0,True,-4.389683471161964
MOL00273,ion_channel,371.4217267138777,3.0647456013200047,1,8,113.84014681531593,3,6,-5.932410575930367,-3.1679416196267733,2.764468956303594,3.1230712764977184,12.499279610123743,12.928354112333146,4,6,3,1,417.0805656511703,7.918775849747116,0,True,-0.4290745022094029
MOL00274,protease,352.81481024926796,1.5302129902505848,2,4,75.33480343674017,7,4,-6.17163042884156,-1.9475105379361615,4.224119890905398,3.0963926387856033,12.78546826765166,12.696688469656133,3,6,1,2,299.66075627681016,5.639187402051796,0,True,0.08877979799552804
MOL00275,nuclear_receptor,433.4186553106397,2.288473812400441,3,5,97.51169377078159,2,1,-6.468387247401282,-2.0363906318486564,4.431996615552626,3.721040617085948,12.027120278662343,12.724474638681189,1,4,1,0,284.2615951585579,4.662141952134403,0,True,-0.6973543600188457
MOL00276,kinase,389.20506231566816,3.214711817770123,1,0,39.40466554778513,10,1,-5.619495603999556,-1.9797014679997462,3.63979413599981,0.43568368693121884,10.994107417593028,13.097791736994907,0,3,0,1,224.13287109723933,4.250304448203284,0,True,-2.1036843194018786
MOL00277,protease,301.59165518369696,1.0910830667565532,0,6,60.839335732476755,4,4,-6.402777919658173,-1.942408227602913,4.46036969205526,3.0540566703367418,9.074096652517952,11.019176793303512,2,0,0,1,239.20186468530892,6.0526531288288945,0,True,-1.94508014078556
MOL00278,kinase,275.0925999386219,1.5316346905263563,2,3,65.42126866252707,9,2,-6.201555245205159,-2.9830523068498302,3.218502938355329,1.9078393892077323,10.422590388230297,10.971286212861566,1,6,1,0,388.0711398401591,7.455256280706285,0,True,-0.5486958246312685
MOL00279,protease,196.68034562503726,2.409642637816239,3,8,102.90326977216466,2,0,-6.118045147455895,-2.53870131225872,3.579343835197175,3.5350064085257564,8.820398691863035,11.573921204227538,0,8,1,0,532.2404191123941,3.477948232579843,0,True,-2.753522512364503
MOL00280,kinase,439.7101271258124,2.795401402911908,3,4,65.48130552206561,5,1,-6.369157747360681,-1.773595253152862,4.595562494207819,1.7502915632815232,10.945850394668748,11.470381908039005,2,5,0,2,451.94120540049374,6.623286306801893,0,True,-0.5245315133702579
MOL00281,protease,331.9611064285604,1.4342773314764727,1,3,85.85976484955731,5,2,-6.513945445615036,-1.5732559340101517,4.940689511604885,3.698793202054503,11.032262511714823,12.370187059883424,0,1,1,2,356.4098194911792,4.668538416630752,0,True,-1.3379245481686013
MOL00282,PPI,206.51107917643608,3.5492408282186494,4,6,92.74611603260982,5,3,-6.402726049757405,-2.196735876842933,4.205990172914472,3.979666860995684,11.068059782180038,12.04756046212742,0,7,1,1,464.4751474443021,5.837729755828119,0,True,-0.9795006799473818
MOL00283,kinase,357.3439928146793,2.7688073923124765,2,4,72.21159723011853,9,1,-6.529706949802503,-1.938937075487801,4.590769874314702,2.9095248336288475,11.027901307958542,12.7593004651325,2,7,0,2,405.1983696338329,6.7882303929843015,0,True,-1.731399157173957
MOL00284,nuclear_receptor,326.586317599093,2.139350835037788,2,4,63.64655550296744,9,1,-5.376662131189289,-2.321507620995035,3.0551545101942543,2.353779129199525,11.519395326536028,11.03691216131948,2,3,1,1,378.9512555190268,7.038007094575539,0,True,0.4824831652165482
MOL00285,GPCR,429.0271826332931,2.9059394910294007,2,7,71.50602760525817,5,3,-6.594545708274925,-1.8565564592151127,4.737989249059813,3.1261044146447654,13.427132205842954,12.473499795911245,2,5,2,0,327.45831800395223,6.83282160308912,0,True,0.9536324099317088
MOL00286,other,214.8881095152778,1.95159358088511,1,1,67.84307612451312,2,4,-6.020290202364621,-1.7599750570517785,4.260315145312843,3.0784023125980617,8.232986078879026,9.274273104982887,1,5,4,1,397.56035105257115,7.962059837842314,0,True,-1.041287026103861
MOL00287,protease,417.79723407096157,3.2510676040479742,0,3,42.83667008393874,5,0,-6.939722822947846,-0.9607669854422582,5.978955837505588,1.7015501271748825,10.288149740034342,12.696437318175501,1,4,0,0,373.72032656610577,4.947464359765255,0,True,-2.4082875781411595
MOL00288,GPCR,394.33234409980935,1.6333374671220233,2,4,68.5843506915522,5,3,-6.3205851152977734,-2.085225264936181,4.235359850361593,1.9802002153432388,11.586082388471485,14.057494265476441,2,2,3,1,350.1201949573138,10.054517378866537,0,True,-2.4714118770049556
MOL00289,PPI,371.04290546510333,2.296050371674145,2,7,104.03891982807673,3,0,-6.254816313834409,-1.7251364925413601,4.529679821293049,3.7511328039327814,11.232689333688299,11.619350201980694,3,6,0,1,343.9189786508036,7.636351881073737,0,True,-0.3866608682923953
MOL00290,kinase,405.3606258523438,1.1654326333725347,2,7,93.22268187035208,1,1,-6.552063576490361,-2.131793903547922,4.420269672942439,3.0795325517312904,10.100469749716073,10.870693702444788,1,2,1,1,282.4423696328629,6.171897837318917,0,True,-0.7702239527287151
MOL00291,GPCR,302.03762140696256,0.9611611442509853,2,3,39.78030408650709,5,0,-6.226746102026209,-1.3212262654802038,4.905519836546006,2.132571848597552,9.125505401927628,7.581429593872393,2,3,0,1,320.06877300185977,5.05039447363454,0,True,1.5440758080552346
MOL00292,kinase,426.9727501585594,3.384999773396301,2,2,42.20753705899313,2,4,-6.647469051811888,-2.0219581883687927,4.625510863443095,1.9903279570156114,10.844167480331958,11.510027836434222,1,9,1,1,496.86179630472344,7.806487982376474,0,True,-0.6658603561022645
MOL00293,protease,441.45818708674256,4.9812924783065355,1,7,78.16201864084495,9,4,-6.326681409207737,-1.8299984995784462,4.496682909629291,2.4671221383926483,14.21849354545357,16.66528275782888,1,8,5,0,609.01890427762,8.33921879622908,0,True,-2.446789212375309
MOL00294,kinase,296.9282416731744,2.2662381429670018,1,2,44.12726451830225,8,3,-5.994127628018413,-1.9877205498691162,4.006407078149297,2.501630464113225,10.147086310388547,12.434876687863918,0,6,0,1,371.35009964771564,6.92183922228883,0,True,-2.287790377475371
MOL00295,GPCR,205.08799387341367,3.050285483579427,2,9,109.28585286066522,4,1,-5.8445162760517215,-1.2563525941137101,4.588163681938012,3.753123675003416,9.121222910233927,8.317951334900581,2,6,1,0,450.88072465956026,7.706672322210878,0,True,0.8032715753333459
MOL00296,nuclear_receptor,390.17856745133037,2.4791764784622026,2,3,60.76360520635956,5,1,-5.484518332327908,-1.6511246696301043,3.8333936626978034,2.37784313406591,10.369564260879516,6.9252844727271246,0,1,1,1,233.11187379224685,7.540589784927107,0,True,3.444279788152391
MOL00297,PPI,352.3071563587,2.21425584200991,0,6,95.0226191708937,7,2,-6.431850579830985,-1.781895452726015,4.64995512710497,3.4677497642431963,11.521624987718655,11.382999403616537,0,3,2,1,578.5515629971395,7.6081464345653345,0,True,0.13862558410211712
MOL00298,protease,450.0538060304722,1.790167234992544,2,4,54.71854275750083,6,3,-6.087646099592678,-2.137708116276098,3.9499379833165804,2.131257723386521,11.975413048805102,15.866870325737935,3,2,1,1,400.3414256535678,7.659946956348761,0,True,-3.891457276932833
MOL00299,PPI,314.6248832135886,4.243114625315783,3,6,111.10445158897754,6,1,-5.758573967499268,-2.45890935767979,3.2996646098194784,3.2374825144983754,11.627462130125847,14.136007991349256,3,5,1,2,508.5552174515088,7.224619099831098,0,True,-2.508545861223409
MOL00300,protease,276.43591659566687,3.28400619814546,1,4,53.66970085124857,4,1,-6.187020007586226,-1.673358762538003,4.513661245048223,2.372377012279063,8.841493167900179,9.044258235060772,1,4,1,1,403.82437729210335,5.9891635800735985,0,True,-0.20276506716059295
MOL00301,epigenetic,351.80679122606375,4.403152255459291,3,1,12.511385975461305,4,4,-6.335301115159953,-2.414905649729289,3.920395465430664,0.7603852718968684,10.146927488161236,12.478372617363572,1,8,3,1,503.62465642125034,6.91774804781518,0,True,-2.3314451292023364
MOL00302,ion_channel,276.89179279496153,-0.096262680567897,2,7,74.75965230510361,3,1,-6.319218922871811,-1.9544056103115213,4.36481331256029,3.078002136398872,8.751058406066733,9.706717568646278,1,2,0,1,290.5350108592296,3.4129149929386533,0,True,-0.9556591625795452
MOL00303,GPCR,343.30233602504995,3.0097230505958463,0,4,34.54182699912663,3,2,-6.479434655721213,-1.9369351859484536,4.542499469772759,2.2137743827809153,8.467794148560616,9.283789369581982,0,2,2,0,289.2138863173755,7.502215958714641,0,True,-0.8159952210213657
MOL00304,protease,346.870837040974,1.6111048128230414,3,4,70.47327939882237,2,2,-6.632594941372829,-2.2252697145855653,4.407325226787263,2.1521681623608933,9.976758392319848,10.128211477252677,1,8,1,1,397.0503712899242,5.960557946512598,0,True,-0.15145308493282883
MOL00305,kinase,312.31786630045633,2.113748226992317,2,9,112.6438837865884,12,2,-6.191791714933813,-2.9017677561407886,3.2900239587930242,4.47572369775152,15.261084524917155,15.660345177526304,3,9,1,0,524.3995702911599,6.983244980319951,0,True,-0.3992606526091489
MOL00306,kinase,321.2158708623183,2.279090863026626,0,6,58.751607590913395,4,0,-7.227935219070534,-1.509362597850303,5.718572621220231,3.0350916957651988,8.570583996940597,11.025669174975695,2,1,0,1,307.3485270539302,6.305189386532968,0,True,-2.455085178035098
MOL00307,ion_channel,294.27469352644135,2.45651097095476,5,4,95.01702658976566,6,1,-6.620221843823031,-2.5914694765194874,4.028752367303543,3.199446534991315,10.808501481978384,10.372994546266181,4,4,0,1,380.09718570125807,5.80071593876824,0,True,0.435506935712203
MOL00308,protease,319.50215456230717,2.6847232391969174,0,3,44.795346937646926,1,0,-6.36517909940145,-1.660939224771044,4.704239874630407,2.2346284479097283,6.09284509562265,3.939304263023978,0,7,0,2,338.6704809182184,7.6091221643820885,0,True,2.153540832598672
MOL00309,kinase,341.884590924677,2.2122069886205313,1,7,81.26522233793115,5,4,-6.716128290530058,-2.305044995793807,4.411083294736251,3.384806417645104,11.906956351993324,16.54561771423794,2,6,3,2,510.2700642972868,7.979232652322972,0,True,-4.638661362244617
MOL00310,PPI,279.6054456962522,2.642974922212967,2,6,90.08331415373296,5,1,-6.400256082846238,-1.6987597404655537,4.701496342380684,4.632993999377312,10.691722494285813,12.608158304674141,1,6,1,0,513.0865243547124,6.102165495509349,0,True,-1.9164358103883288
MOL00311,nuclear_receptor,257.2055629855778,1.5475598672478945,3,4,82.28951245911385,5,2,-6.229370656687117,-2.4835995571741303,3.745771099512987,2.9855050726764243,9.704010904292694,10.33940430934876,0,2,3,1,349.02342567913354,6.534509363129571,0,True,-0.6353934050560657
